"Table S6. Quasi-likelihood F-tests for NS0794 comparing antibiotic-treated versus untreated conditions, showing log-fold changes (logFC) in gene expression, log-counts per million (logCPM) as normalized read counts, F-statistics, p-values, and FDR-adjusted p-values.",logFC,logCPM,F,PValue,FDR
Band 7 domain-containing protein,0.100138341,7.124216027,0.071596441,0.801334171,0.99577859
Conjugal transfer protein,-0.175852671,0.732889429,0.071429707,0.801562607,0.99577859
tRNA-Thr(tgt),-0.329511292,-2.042449193,0.071424016,0.801661054,0.99577859
Carbohydrate kinase PfkB domain-containing protein,0.299603898,5.307475247,0.071276454,0.801765873,0.99577859
Transcription activator effector-binding protein,-0.217755342,6.245868164,0.0702813,0.803115228,0.99577859
Sodium-independent anion transporter,-0.12147877,6.011031546,0.069270204,0.804496859,0.99577859
Membrane protein yetF,0.156568186,5.475405817,0.068756391,0.805203158,0.99577859
Lipase/esterase,-0.238389501,3.286999244,0.068591515,0.80543041,0.99577859
Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,-0.121576903,5.857653778,0.067815953,0.806503349,0.99577859
DUF2188 domain-containing protein,-0.133653074,8.931779049,0.067463983,0.806992469,0.99577859
PTS Man IID,0.50207446,8.188146522,0.067361603,0.807135003,0.99577859
N5-carboxyaminoimidazole ribonucleotide synthase,0.141208876,6.321473811,0.067288719,0.807236542,0.99577859
Fructokinase,0.266947501,8.721605414,0.067210951,0.807344952,0.99577859
Relaxase,-0.170536189,4.228289095,0.06688416,0.807801248,0.99577859
Glycoside hydrolase,0.241263977,9.537733176,0.066650963,0.808127597,0.99577859
DNA repair protein RadA,-0.127995648,8.590245322,0.066432119,0.80843442,0.99577859
DegV family protein,0.11658691,9.935704922,0.065885455,0.809203247,0.99577859
N-terminal domain-containing protein,-0.131512001,5.122586282,0.06564435,0.809543431,0.99577859
IS200/IS605 family ISEfa4 transposase,-0.102227801,8.441643682,0.065583721,0.809629081,0.99577859
Uncharacterized AAA domain-containing protein YrvN,-0.134922006,6.824373451,0.065479634,0.809776223,0.99577859
GatB/YqeY domain-containing protein,0.105066247,11.21435581,0.065307774,0.810019449,0.99577859
Large-conductance mechanosensitive channel,-0.101617625,8.273539268,0.065259563,0.810087742,0.99577859
Helix-turn-helix transcriptional regulator,0.117374994,7.460011117,0.065016954,0.810431822,0.99577859
EpsG family protein,-0.676938091,5.852298677,0.064844384,0.810676991,0.99577859
Methylglyoxal synthase,-0.129707015,4.231888173,0.064669447,0.810925883,0.99577859
thiamine diphosphokinase,0.097567284,7.329204996,0.064522478,0.811135262,0.99577859
6-phospho-beta-glucosidase BglA,-0.098017713,6.18210299,0.063379451,0.812772534,0.99577859
Gfo/Idh/MocA family oxidoreductase,-0.12113846,7.849252575,0.063070569,0.8132177,0.99577859
TPM domain-containing protein,0.149579879,8.223099388,0.062527248,0.814003602,0.99577859
Adenylate cyclase,0.111024073,4.669939255,0.06247021,0.814086319,0.99577859
Translation initiation factor IF-3,-0.186457986,9.605943466,0.062350377,0.814260233,0.99577859
M-box riboswitch (ykoK leader),0.108000607,12.46922524,0.061507631,0.815488431,0.99577859
"Tagatose 1,6-diphosphate aldolase 2",-0.32226598,10.10559247,0.061306373,0.815783075,0.99577859
O-acetylserine dependent cystathionine beta-synthase,-0.288483837,7.189277575,0.061109028,0.816072496,0.99577859
DUF2313 domain-containing protein,0.161258917,7.068918344,0.060995973,0.816238525,0.99577859
Sugar ABC transporter ATP-binding protein,-0.113651305,0.223749288,0.060957901,0.816300258,0.99577859
Elongation factor 4,0.096934797,9.470994023,0.060951607,0.816303725,0.99577859
Mga helix-turn-helix domain-containing protein,0.18133873,7.724180714,0.060557855,0.8168835,0.99577859
putative glutamine ABC transporter permease protein GlnP,-0.169282324,6.937037419,0.060501719,0.816966321,0.99577859
Glycerophosphoryl diester phosphodiesterase,-0.104548858,6.208187485,0.058794699,0.819504774,0.99577859
"1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)",-0.208758436,6.700686195,0.058309446,0.820233569,0.99577859
Small ribosomal subunit protein uS14,-0.277333752,4.976773619,0.058244906,0.820330744,0.99577859
Hydrolase,-0.101237677,6.766551317,0.058207505,0.820387085,0.99577859
S-ribosylhomocysteine lyase,0.143596331,9.268017486,0.058187805,0.820416768,0.99577859
Peptidoglycan glycosyltransferase RodA,-0.093080193,8.696289354,0.057351024,0.821682609,0.99577859
Sugar isomerase (Sis),0.119716874,3.694664726,0.057033582,0.822165405,0.99577859
Endonuclease III,-0.093466351,5.915842164,0.056417305,0.82310681,0.99577859
mRNA interferase,0.233183126,5.929265272,0.05586081,0.823961629,0.99577859
SMK box translational riboswitch (SAM-III),-0.091725401,6.416492393,0.055551006,0.824439482,0.99577859
HAD superfamily hydrolase,0.093155699,9.900484732,0.055468353,0.824567209,0.99577859
Cell division protein DivIVA,-0.105997312,10.01970792,0.055008854,0.825279153,0.99577859
Phosphate acyltransferase,-0.088393774,9.472518241,0.054913256,0.82542767,0.99577859
Aminopeptidase PepS,0.087199628,9.346996953,0.054838165,0.825544425,0.99577859
3-dehydro-L-gulonate-6-phosphate decarboxylase,0.231971535,2.268258962,0.054652499,0.825833882,0.99577859
NYN domain-containing protein,-0.150395119,6.732366522,0.053873829,0.827051462,0.99577859
NADH oxidase,-0.167932505,10.29104278,0.053819892,0.827136176,0.99577859
Large ribosomal subunit protein uL1,-0.18004665,11.14436244,0.053774043,0.827208222,0.99577859
PreQ1 riboswitch,-0.201650956,6.988417253,0.053542202,0.827573036,0.99577859
DUF1269 domain-containing protein,-0.158902177,7.166534479,0.052956717,0.828498089,0.99577859
Cell division ATP-binding protein FtsE,-0.085091481,8.618144932,0.052795254,0.828754155,0.99577859
GTPase HflX,-0.087484386,7.509503383,0.052760153,0.828809876,0.99577859
tRNA-Ile2(cat),0.145312652,6.684428372,0.052735647,0.828848791,0.99577859
Peptidase M15B domain-containing protein,0.09717772,8.220955315,0.052117183,0.829834085,0.99577859
Partial Xylose import ATP-binding protein XylG,-0.11825522,-0.707432179,0.051971443,0.830087273,0.99577859
Putative ribose-phosphate pyrophosphokinase 2,0.102594087,8.928886195,0.051824971,0.830301778,0.99577859
Glycosyl hydrolase,0.119858602,1.178026328,0.050131983,0.833041488,0.99577859
Zinc-type alcohol dehydrogenase-like protein,-0.119693261,5.709834472,0.049208639,0.834553277,0.99577859
Cell division protein FtsL,0.100263684,5.060284672,0.049092533,0.834744695,0.99577859
Pyrimidine dimer DNA glycosylase,-0.172579634,4.580077935,0.049045028,0.834823084,0.99577859
"ABC transporter, ATP-binding and permease protein",0.139146581,4.956512542,0.048414839,0.835866785,0.99577859
Serine aminopeptidase S33 domain-containing protein,-0.153049096,7.36561441,0.047742875,0.836987629,0.99577859
Putative ABC transporter ATP-binding protein,-0.084647771,7.799200411,0.047425723,0.837519544,0.99577859
Tyrosine-protein phosphatase,-0.244647584,6.10384611,0.046853348,0.838484289,0.99577859
DUF1827 domain-containing protein,-0.199346594,10.26121106,0.046404036,0.839245981,0.99577859
CAP-associated domain-containing protein,-0.110169799,7.885227324,0.046323288,0.839383282,0.99577859
ABC transporter membrane protein,0.08350685,9.870250803,0.046239824,0.839525333,0.99577859
Helicase loader DnaI,0.077844572,8.632905669,0.045265323,0.841194002,0.99577859
ABC-2 type transporter transmembrane domain-containing protein,-0.098961631,8.49831992,0.043912443,0.843542318,0.99577859
Protein DltD,-0.235932835,8.466890143,0.04327899,0.844654959,0.99577859
Heptaprenyl diphosphate synthase component I,-0.088636675,6.075758167,0.043243172,0.844718129,0.99577859
Competence protein ComEA,-0.136984777,1.702283691,0.043074442,0.845017139,0.99577859
Endolytic murein transglycosylase,0.085550532,9.188634428,0.04286079,0.845394222,0.99577859
DUF2961 domain-containing protein,0.391028693,7.785224944,0.04284169,0.845428075,0.99577859
DUF1189 domain-containing protein,0.080075968,7.139223163,0.042768553,0.845557781,0.99577859
"Phosphotransferase system, EIIC",0.076324831,7.459088965,0.042598916,0.845859075,0.99577859
HNH nuclease domain-containing protein,-0.098081206,2.999097708,0.04251688,0.846005014,0.99577859
CNA-B domain-containing protein,-0.211852523,5.978724325,0.042321745,0.846352724,0.99577859
Phage tail protein,0.10416315,3.440078415,0.042140873,0.846675781,0.99577859
L-ribulose-5-phosphate 4-epimerase,0.223065932,3.042482187,0.042013019,0.846904584,0.99577859
Competence protein CoiA,0.089626082,4.829546702,0.041770134,0.847340241,0.99577859
ATPase component of an ABC superfamily antimicrobial peptide transporter,0.076809334,8.07251788,0.041518412,0.84779316,0.99577859
5'-deoxynucleotidase YfbR,0.219108154,8.074363663,0.040995493,0.848738674,0.99577859
"Sugar ABC transporter, ATP-binding protein",0.123196467,-0.084240471,0.040672378,0.849333793,0.99577859
Xylose transport system permease protein XylH,-0.136786064,0.886873545,0.039856771,0.850822036,0.99577859
IS256 family IS16 transposase,0.088372247,8.005348773,0.039839815,0.850851019,0.99577859
BIG2 domain-containing protein,-0.12558034,0.194510127,0.039583217,0.851329003,0.99577859
IS3 family ISEnfa3 transposase ORF A,0.163807353,6.404104728,0.03940552,0.851653117,0.99577859
Putative Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase EbsC,-0.076176235,6.342194004,0.039317985,0.851815346,0.99577859
Nucleoid-associated protein EF_2780,0.073998449,6.452358772,0.039194148,0.852045176,0.99577859
transposase,0.12601493,6.012265083,0.039156661,0.852114824,0.99577859
Holo-[acyl-carrier-protein] synthase,0.295815673,6.936710319,0.039123842,0.852175826,0.99577859
Transcriptional antiterminator,0.178109286,7.227430845,0.038877404,0.85263476,0.99577859
Uncharacterized HTH-type transcriptional regulator YcjW,-0.115915652,6.580848648,0.038858191,0.852670604,0.99577859
Cell division protein FtsI,0.090780147,8.776561157,0.038737505,0.852895969,0.99577859
Abortive infection protein-like C-terminal domain-containing protein,0.08016628,5.035858735,0.038622289,0.853111462,0.99577859
6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase,-0.127415166,4.3723815,0.038397036,0.853533737,0.99577859
DUF1576 domain-containing protein,-0.086659652,3.14761058,0.038297909,0.853719981,0.99577859
16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD,0.075337096,4.931804028,0.038093007,0.854105749,0.99577859
Inositol 2-dehydrogenase,0.105060444,1.4913987,0.038021007,0.854242896,0.99577859
Mannose-6-phosphate isomerase,-0.081151077,8.429861651,0.037448345,0.855326599,0.99577859
Large ribosomal subunit assembly factor BipA,-0.073588143,9.723312101,0.037254369,0.855696097,0.99577859
T-box leader,-0.072221442,9.232303248,0.0370706,0.856047079,0.99577859
tRNA-Gln(ttg),-0.148418805,0.422676942,0.036631691,0.856892747,0.99577859
Isoleucyl-tRNA synthetase,-0.253746272,6.308340198,0.036517876,0.857108248,0.99577859
Phosphate-binding protein pstS,0.229680126,6.711286471,0.036383645,0.857367219,0.99577859
Uncharacterized oxidoreductase YcjS,-0.207823717,2.672999778,0.03624297,0.857639169,0.99577859
Lactose phosphotransferase system repressor,0.073296464,5.254173704,0.035845122,0.858411243,0.99577859
"Uracil-DNA glycosylase, family 4",0.074544076,5.682471515,0.035572358,0.85894317,0.99577859
Multiple sugar-binding periplasmic receptor ChvE,-0.082831452,0.853508887,0.035289743,0.859498663,0.99577859
DAGKc domain-containing protein,-0.117895864,7.985186192,0.035252617,0.859569422,0.99577859
Beta-xylosidase,0.085506429,2.699727974,0.034966882,0.860131592,0.99577859
Rho termination factor N-terminal domain-containing protein,0.104999416,0.024663772,0.034687899,0.860689438,0.99577859
"Arabinogalactan endo-beta-1,4-galactanase",0.205340262,5.357249971,0.034666432,0.860725284,0.99577859
HTH araC/xylS-type domain-containing protein,0.082309421,5.815168487,0.034513596,0.861028322,0.99577859
Universal stress protein,0.177467998,11.99156358,0.034211615,0.861629143,0.99577859
Response regulator ArlR,-0.067719832,8.185448161,0.034049421,0.861952986,0.99577859
SseB protein N-terminal domain-containing protein,-0.171043072,9.779458989,0.034015382,0.862021051,0.99577859
Metal-dependent transcriptional regulator,0.070437424,7.190306647,0.033917746,0.862216482,0.99577859
Maltose-6'-phosphate glucosidase,0.12371629,1.184982853,0.033750624,0.862553333,0.99577859
Manganese transport system membrane protein MntC,0.111104252,5.68838245,0.033539965,0.862975441,0.99577859
Aminotransferase,-0.080814953,9.474342291,0.032983082,0.864102369,0.99577859
Chaperone protein DnaK,-0.101825995,11.31223917,0.032941414,0.864187087,0.99577859
Uronate isomerase,-0.120004366,5.057554019,0.031609472,0.866925095,0.99577859
acylphosphatase,-0.13080905,5.61772002,0.03144238,0.867272778,0.99577859
putative protein,-0.159284792,5.29277599,0.031188792,0.867802277,0.99577859
Uncharacterized protein YiiZ,0.104850932,0.958601427,0.031172123,0.86783877,0.99577859
Peptide deformylase,-0.069456659,7.202058579,0.030119295,0.870060387,0.99577859
DUF3042 domain-containing protein,-0.140497318,6.641716267,0.029501079,0.871384668,0.99577859
Flavodoxin family protein,-0.108987899,5.727515351,0.028800855,0.872902103,0.99577859
DUF3188 domain-containing protein,0.150186207,5.926236975,0.028632433,0.873269928,0.99577859
Putative 3-methyladenine DNA glycosylase,-0.071862445,5.798367535,0.028369174,0.873847119,0.99577859
ArpT,0.210466802,3.628888435,0.028268721,0.874068093,0.99577859
Ribosomal RNA small subunit methyltransferase I,-0.102521578,5.273752505,0.028087262,0.874468289,0.99577859
Integrase,0.079558572,5.060740197,0.028075455,0.874494374,0.99577859
HTH marR-type domain-containing protein,0.070936969,7.045906407,0.027745965,0.875224638,0.99577859
S1 motif domain-containing protein,0.061102,9.117133839,0.027576486,0.875602008,0.99577859
Cyclic lactone autoinducer peptide,-0.07842479,7.521457955,0.027386146,0.876027261,0.99577859
UvrABC system protein C,-0.062569062,7.20876157,0.027359761,0.876086331,0.99577859
Tubby C 2 family protein,0.063949906,6.527676466,0.026796448,0.877354535,0.99577859
"Glucan 1,6-alpha-glucosidase",-0.155530786,4.338473876,0.025891656,0.879420683,0.99577859
Na+ riboswitch (DUF1646 RNA),0.136653831,4.791476609,0.025752597,0.879741516,0.99577859
CorA-like Mg2+ transporter,-0.13731505,7.298995672,0.025746623,0.879755319,0.99577859
tRNA-Arg(cct),0.141498617,-1.588581278,0.025318925,0.88078568,0.99577859
ABC transporter permease,-0.094215926,7.267438786,0.02505254,0.88137041,0.99577859
Endoribonuclease YbeY,-0.06837357,6.044628056,0.024881991,0.881770784,0.99577859
Transcriptional regulator,0.081491562,8.743636769,0.024877661,0.881780968,0.99577859
UPF0398 protein EF_1150,0.085560188,4.62980379,0.024810508,0.881939018,0.99577859
Phage terminase large subunit N-terminal domain-containing protein,0.126444694,-0.569362428,0.024598561,0.882450925,0.99577859
Type I restriction modification DNA specificity domain-containing protein,-0.14907535,5.168472189,0.024099319,0.883626556,0.99577859
DUF2200 domain-containing protein,-0.084708069,4.638819377,0.024083275,0.88366492,0.99577859
ATP-binding protein,-0.067802834,9.145953668,0.024064391,0.88371009,0.99577859
hypothetical protein,0.073786323,15.64104361,0.023877226,0.884158787,0.99577859
ISL3-like element ISEfa11 family transposase,0.067510689,6.498106865,0.023790637,0.884366981,0.99577859
AAA+ ATPase domain-containing protein,0.070120756,3.375049813,0.023212506,0.885767152,0.99577859
"Sugar ABC superfamily ATP binding cassette transporter, binding protein",0.09540441,4.489920509,0.022962133,0.886379084,0.99577859
Abc transporter substrate-binding protein,-0.099160471,6.624980133,0.022665237,0.887109189,0.99577859
Phosphoglycerate mutase,-0.057582333,6.394521651,0.022445766,0.887652061,0.99577859
Cobalt transporter,-0.139576053,5.549972831,0.02219432,0.888277388,0.99577859
Alpha-L-rhamnosidase,0.075258133,2.546305938,0.02206143,0.888609351,0.99577859
Arginine repressor,0.053906834,8.184503912,0.022004184,0.888752661,0.99577859
Glycerol-3-phosphate dehydrogenase [NAD(P)+],-0.08359814,9.867449207,0.021894884,0.889026826,0.99577859
3-deoxy-7-phosphoheptulonate synthase,-0.075530309,6.953317407,0.021746748,0.889399532,0.99577859
Phosphopentomutase,-0.056595697,8.882544932,0.02146534,0.890111154,0.99577859
N-acetylmuramoyl-L-alanine amidase domain-containing protein,-0.105586255,0.49346134,0.021428931,0.890206366,0.99577859
Zinc-binding lipoprotein AdcA,-0.070901878,2.08333175,0.021417024,0.89023407,0.99577859
Sugar transporter,-0.083801698,0.729324739,0.021239197,0.890688141,0.99577859
PNPLA domain-containing protein,-0.112211878,7.19380304,0.020975269,0.891361963,0.99577859
Permease,-0.05827579,9.099740217,0.020792376,0.891832598,0.99577859
HTH gntR-type domain-containing protein,0.077129051,9.904709169,0.020416401,0.892806798,0.99577859
L-arabinose transport system permease protein AraQ,-0.093546344,-0.477755994,0.020158452,0.893489747,0.99577859
Lysine riboswitch,0.099612845,6.017931185,0.019937574,0.894060909,0.99577859
SpoVT-AbrB domain-containing protein,0.061004761,6.91344708,0.019559996,0.895060756,0.99577859
putative 6-phospho-beta-glucosidase,-0.106406896,3.858649658,0.019491039,0.895244423,0.99577859
PTS EIIA type-4 domain-containing protein,0.190970546,6.902843769,0.019331895,0.895669573,0.99577859
"PTS system, mannose-specific IIB component",0.255324022,6.483511338,0.019287011,0.895789806,0.99577859
Phosphoglucosamine mutase,0.051273673,8.968512568,0.018866798,0.896922449,0.99577859
Organic hydroperoxide resistance protein,0.101645497,4.00935976,0.018862746,0.896933434,0.99577859
Large ribosomal subunit protein bL25,-0.169614599,10.66053635,0.018806564,0.897085856,0.99577859
Alanine racemase,0.15010875,8.102111391,0.01875299,0.897231422,0.99577859
Rhodanese-like domain-containing protein,-0.171192048,4.727210806,0.01855903,0.89776022,0.99577859
AzlD domain-containing protein,-0.058248578,4.275162256,0.018446163,0.898069231,0.99577859
DNA polymerase III subunit delta,0.053388631,7.75762239,0.018164464,0.89884472,0.99577859
CCA tRNA nucleotidyltransferase,0.092236988,3.046816141,0.018163439,0.898847557,0.99577859
Rhamnogalacturonan acetylesterase RhgT,-0.060008875,3.3274488,0.017545062,0.900571788,0.99577859
Late competence protein ComGG,0.105719487,-0.90493016,0.017400777,0.900993271,0.99577859
RCK N-terminal domain-containing protein,-0.056650862,8.159624491,0.017387815,0.901015171,0.99577859
NlpC/P60 family lipoprotein,0.053861244,11.17176065,0.017376182,0.901048054,0.99577859
DUF2292 domain-containing protein,0.089522239,0.651512539,0.017134406,0.901735778,0.99577859
YrhK domain-containing protein,-0.102057885,3.977216351,0.017000857,0.902115066,0.99577859
Ribosome hibernation promoting factor,0.110659116,12.30249457,0.016238756,0.90431928,0.99577859
Glucosyltransferase,0.048413495,5.782018802,0.016224164,0.904361994,0.99577859
Putative competence-damage inducible protein,-0.056887973,6.873583854,0.016163034,0.904541146,0.99577859
PTS sorbitol transporter subunit IIA,-0.054436863,6.614501781,0.016078271,0.904790131,0.99577859
Malolactic enzyme,-0.05651009,0.952698449,0.015761643,0.905727309,0.99577859
YlbF family regulator,0.048646015,4.947756787,0.015513143,0.906467543,0.99577859
Hydroxyacylglutathione hydrolase,0.06988527,6.62140065,0.015424923,0.906732193,0.99577859
Bifunctional (p)ppGpp synthase/hydrolase RelA,-0.048817792,9.240684035,0.015358789,0.906931089,0.99577859
Glycerol dehydrogenase,0.071047965,4.251776914,0.015218131,0.907355579,0.99577859
Alpha crystallin family heat shock protein,0.111492794,6.215181045,0.015080659,0.907772384,0.99577859
Chaperone protein ClpB,-0.079309383,9.669925705,0.014792106,0.908653599,0.99577859
PD-(D/E)XK nuclease family transposase,0.059213985,3.38431527,0.014685207,0.908982283,0.99577859
Recombinase domain-containing protein,0.058137791,9.959644048,0.014477919,0.90962311,0.99577859
VanZ-like domain-containing protein,-0.051883469,5.559689401,0.01427932,0.910241474,0.99577859
Citrate transporter,0.081160761,7.432115639,0.014107739,0.910779246,0.99577859
Resolvase/invertase-type recombinase catalytic domain-containing protein,0.047930606,9.335438582,0.013978481,0.911186568,0.99577859
Lactose transport system permease protein LacF,-0.051537849,3.934071455,0.013971915,0.911207312,0.99577859
Integrase recombinase,0.059508853,4.819182277,0.013896105,0.911447157,0.99577859
Phosphotransferase system EIIC domain-containing protein,0.054114447,9.662351125,0.01385036,0.911592206,0.99577859
DNA/RNA helicase,0.06770041,2.121757045,0.013738581,0.911947866,0.99577859
DUF1622 domain-containing protein,-0.07823581,5.39731734,0.013692467,0.912094734,0.99577859
Lipoprotein signal peptidase,0.04403106,5.496257691,0.013190247,0.913713053,0.99577859
type I site-specific deoxyribonuclease,0.063084371,4.907152987,0.013144613,0.913861641,0.99577859
"Iron compound ABC transporter, ATP-binding protein",0.073496504,3.659907039,0.012957348,0.914474153,0.99577859
Elongation factor P,0.044775497,10.17575201,0.012876107,0.914741277,0.99577859
Oligoendopeptidase,0.042661835,9.028735397,0.01260356,0.915643733,0.99577859
Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,0.042203962,8.04801458,0.012537989,0.915862325,0.99577859
Cadmium resistance transporter,-0.045075946,3.827296864,0.012519664,0.915923518,0.99577859
Sulfatase N-terminal domain-containing protein,-0.043833515,7.009469083,0.012445687,0.916171014,0.99577859
Polyribonucleotide nucleotidyltransferase,-0.043172022,9.954545819,0.012357412,0.916467328,0.99577859
Methionine import ATP-binding protein MetN,-0.042010995,5.542980924,0.012115392,0.917285272,0.99577859
PHP domain-containing protein,-0.0418216,6.048058583,0.012061638,0.917468065,0.99577859
Cytokinin riboside 5'-monophosphate phosphoribohydrolase,-0.102937015,5.121541925,0.012054664,0.91749181,0.99577859
Helix-turn-helix domain-containing protein,0.05261951,8.197576746,0.012019885,0.917610333,0.99577859
6-phosphogluconolactonase,-0.051686995,8.607384236,0.011585049,0.919107148,0.99577859
EIIAB-Man,-0.118563943,6.096021534,0.01147111,0.919504045,0.99577859
Viral A-type inclusion protein,-0.070540654,7.644517753,0.011464552,0.91952695,0.99577859
phosphomevalonate kinase,-0.06073999,7.249233251,0.011438493,0.919618031,0.99577859
putative protease eep,-0.046300879,7.991029814,0.01138054,0.919820964,0.99577859
6S / SsrS RNA,-0.079604553,14.67820499,0.0112766,0.92018625,0.99577859
PEP phosphonomutase,0.045589301,5.829253654,0.011180182,0.920526631,0.99577859
TraG P-loop domain-containing protein,0.040501184,5.942273294,0.010910221,0.921487653,0.99577859
DNA-binding protein HU,-0.052852856,13.26216796,0.010908978,0.921492106,0.99577859
RCK C-terminal domain-containing protein,-0.046989953,7.29151927,0.01084129,0.921734965,0.99577859
"Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase",0.042461716,4.72592007,0.010806951,0.921858463,0.99577859
Cobalamin-independent methionine synthase II,-0.044916897,6.127420222,0.01068354,0.922303953,0.99577859
DNA protection during starvation protein,-0.105920437,11.78338898,0.010483644,0.923031112,0.99577859
LPXTG-motif cell wall anchor domain-containing protein,-0.043333133,3.394205275,0.010096221,0.924460705,0.99577859
Central glycolytic genes regulator,-0.062019074,7.350777427,0.010065416,0.924575555,0.99577859
DUF998 domain-containing protein,0.09678131,6.298709692,0.010035345,0.924687843,0.99577859
Glycosyl transferase family 1,0.049349797,8.674924668,0.010017793,0.924753464,0.99577859
Fructosamine deglycase,0.128701782,9.080702033,0.009792585,0.925600642,0.99577859
tRNA-Gly(ccc),0.053109951,-0.722317129,0.009637082,0.926200086,0.99577859
Chromosome partition protein Smc,-0.045068768,9.445906024,0.009625921,0.926233958,0.99577859
UPF0145 protein,0.043149393,7.059906034,0.009338769,0.927338279,0.99577859
HPr kinase/phosphorylase,0.04482429,7.781152893,0.009335143,0.927352333,0.99577859
Na(+)/H(+) antiporter,-0.044527638,6.139815099,0.009284113,0.927550413,0.99577859
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",-0.037645014,5.823610479,0.009068455,0.92839365,0.99577859
MgtC family protein,-0.054579948,6.614649449,0.009026313,0.928559607,0.99577859
Large ribosomal subunit protein bL9,0.043527304,7.265343633,0.009022806,0.928573436,0.99577859
2-dehydropantoate 2-reductase,0.038428878,10.00014292,0.009014749,0.928605217,0.99577859
GntR family transcriptional regulator,-0.035282061,6.839885806,0.008987457,0.928712972,0.99577859
HesB-like protein,-0.035806481,6.809959371,0.008961818,0.928814355,0.99577859
Putative Tn552 DNA-invertase bin3,-0.043022013,1.225233536,0.008899149,0.929063424,0.99577859
Integrase catalytic domain-containing protein,0.035907435,10.39114159,0.008476405,0.930762182,0.99577859
NfeD-like C-terminal domain-containing protein,-0.044683139,6.699842616,0.008393211,0.931101622,0.99577859
Nucleotide excision repair endonuclease,-0.090649425,5.645255233,0.008268918,0.931611933,0.99577859
putative peptidoglycan glycosyltransferase FtsW,0.04040262,9.85470993,0.008102628,0.932300772,0.99577859
"transfer-messenger RNA, SsrA",0.053743938,15.7082466,0.007876666,0.933248339,0.99577859
Redox-sensing transcriptional repressor Rex,-0.092965176,8.992560742,0.007771034,0.933696008,0.99577859
Peptide methionine sulfoxide reductase MsrA 2,-0.0348219,6.865624646,0.007749129,0.933789227,0.99577859
Integral membrane protein,-0.035156038,11.94659155,0.007728265,0.93387814,0.99577859
Undecaprenyl-diphosphatase,0.045081457,8.539852487,0.007522327,0.934762321,0.99577859
L-asparaginase,-0.032212049,6.780132851,0.007410398,0.93524801,0.99577859
Transposon Tn552 DNA-invertase BinR,-0.04370973,3.800570401,0.007108881,0.936575101,0.99577859
Tetratricopeptide repeat protein,-0.063697005,7.609125047,0.007048287,0.936845202,0.99577859
ABC transporter,0.031375486,6.841568906,0.007033102,0.936913075,0.99577859
Mannitol dehydrogenase protein,-0.041667076,5.423883739,0.006993182,0.937091857,0.99577859
SPP1 family phage portal protein,0.035052985,3.234970078,0.006889211,0.93755992,0.99577859
Phage gp6-like head-tail connector protein,0.037820209,3.6698615,0.006788712,0.938015752,0.99577859
IrrE N-terminal-like domain-containing protein,0.030475534,8.026062316,0.006422813,0.939704786,0.99577859
Glycosyl transferase,-0.034719982,8.034766897,0.006329317,0.940144101,0.99577859
Polysaccharide biosynthesis protein C-terminal domain-containing protein,-0.035040496,9.09121262,0.006279469,0.940379665,0.99577859
M16 family peptidase,0.028763019,8.634701832,0.006063332,0.941412108,0.99577859
Large ribosomal subunit protein bL28,0.030884596,10.21551995,0.00587099,0.942346589,0.99577859
putative glycerol uptake facilitator protein,-0.108504177,8.739474392,0.005663394,0.943372658,0.99577859
PTS system lactose-specific EIICB component,-0.076008283,4.106579364,0.005527468,0.944054779,0.99577859
Peptidase C51 domain-containing protein,0.044953178,-1.246467976,0.005332774,0.945058694,0.99577859
2-aminoethylphosphonate--pyruvate transaminase,-0.034842399,1.707982195,0.005284427,0.945296193,0.99577859
putative ATP-dependent Clp protease ATP-binding subunit,-0.067671659,10.1769769,0.005223604,0.945610875,0.99577859
Abortive infection protein,0.044417625,6.752172354,0.005147987,0.946005143,0.99577859
Family 88 glycosyl hydrolase,0.029600104,4.007500493,0.005138504,0.946054792,0.99577859
Copper-translocating P-type ATPase,0.046186937,7.362270664,0.005098641,0.946264008,0.99577859
IS3 family ISEfa8 transposase ORF A,0.063049575,7.801729492,0.005071703,0.946405852,0.99577859
Lipoyl-[GcvH]:protein N-lipoyltransferase,-0.036983284,5.39805767,0.005004234,0.946762794,0.99577859
Large ribosomal subunit protein bL19,-0.043500451,11.0392166,0.004986084,0.946859225,0.99577859
Methyltransferase domain protein,-0.027780149,5.57876148,0.004960323,0.946996401,0.99577859
Beta sliding clamp,0.034822579,8.563048465,0.00495912,0.947002814,0.99577859
Group B oligopeptidase PepB,0.0273413,10.50532671,0.004940975,0.947099666,0.99577859
Thymidine kinase,-0.026319596,6.420159704,0.004915737,0.94723467,0.99577859
DNA replication protein,0.032817951,0.559435181,0.004751761,0.948121747,0.99577859
UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,-0.038998193,10.37349228,0.004710726,0.948344508,0.99577859
