"Table S4. Quasi-likelihood F-tests for VRE0008 comparing antibiotic-treated versus untreated conditions, showing log-fold changes (logFC) in gene expression, log-counts per million (logCPM) as normalized read counts, F-statistics, p-values, and FDR-adjusted p-values.",logFC,logCPM,F,PValue,FDR
TIGR00659 family protein,0.451482957,2.79509731,4.668297066,0.080570238,0.219926909
Murein hydrolase transporter LrgA,0.4944498,1.318875815,4.658911199,0.08079862,0.220278359
ArpT,-0.359254714,4.230885992,4.644219519,0.081154052,0.220974888
LPXTG cell wall anchor domain-containing protein,0.569436584,6.3579686,4.619445656,0.081761019,0.222353768
L-lactate oxidase,0.723441282,9.371177129,4.611946987,0.081946002,0.222583059
IS110 family transposase,0.401973914,10.70827367,4.601125744,0.082213991,0.223036974
UPF0298 protein B1P95_07340,0.362591133,6.590445722,4.57823014,0.082785091,0.224311073
30S ribosomal protein S12,-0.797618296,10.32994153,4.545576418,0.08360932,0.226021274
class 1b ribonucleoside-diphosphate reductase subunit alpha,0.844040119,9.152054702,4.545128143,0.083620716,0.226021274
30S ribosomal protein S21,-0.361429272,10.05902789,4.531276469,0.08397392,0.226432522
50S ribosomal protein L17,-0.417424854,9.396377447,4.531129159,0.083977688,0.226432522
Inner membrane protein,0.368074216,6.36980387,4.505562284,0.084635211,0.227905828
Prok-JAB domain-containing protein,-0.319660689,4.571574836,4.501889997,0.084730254,0.227905828
DUF4393 domain-containing protein,-0.439732917,6.514702025,4.490753599,0.085019384,0.228375723
Signal transduction histidine-protein kinase ArlS,0.406799788,7.740173797,4.487215646,0.085111531,0.228375723
"ABC-type multidrug transport system, permease component",0.427799904,6.681651954,4.483003093,0.085221433,0.22839344
DUF4340 domain-containing protein,0.448120807,5.128240484,4.470764401,0.085541868,0.228974662
IS256 family ISEf1 transposase,-0.326794773,9.116549135,4.458187574,0.085872929,0.229582886
"hydroxymethylglutaryl-CoA reductase, degradative",0.497674169,8.939715441,4.428576948,0.086659552,0.231209551
carbamate kinase,0.639880057,13.24172097,4.425311523,0.086746922,0.231209551
Penicillin-binding protein,0.405784356,9.711425394,4.418848616,0.086920212,0.231209551
Bac-rhamnosid6H domain-containing protein,-0.441370666,3.07726909,4.408975905,0.087185902,0.231209551
Cof-like hydrolase,-0.483998273,8.009694607,4.407106123,0.087236315,0.231209551
Putative phosphomethylpyrimidine kinase,-0.454706116,4.781076206,4.406803262,0.087244493,0.231209551
PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB,0.570292421,2.557517933,4.406028005,0.087265468,0.231209551
EntF,-0.392452062,1.995158304,4.404112026,0.087317944,0.231209551
tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,-0.522503899,7.43857806,4.397759309,0.08748909,0.23138562
Cell cycle protein FtsW,0.352737852,10.06373908,4.383241489,0.087883765,0.232151737
V-type ATP synthase alpha chain,0.367274641,10.65385143,4.375852059,0.088085617,0.232407278
DUF2272 domain-containing protein,0.443857402,2.025139166,4.365492914,0.088369795,0.232879163
Helix-turn-helix domain-containing protein,-0.445618389,7.316892567,4.357583321,0.088587471,0.233026231
UDP-N-acetylmuramate--L-alanine ligase,0.466697063,9.22551088,4.355810343,0.088636391,0.233026231
CopG family transcriptional regulator,-0.33344761,4.10986446,4.339796509,0.089079983,0.233914303
large conductance mechanosensitive channel protein MscL,0.351405334,8.101800603,4.33050837,0.089338699,0.234132314
DNA topoisomerase IV subunit B,0.323278739,8.258072821,4.329215509,0.089374796,0.234132314
putative tRNA sulfurtransferase,0.612126296,6.659127952,4.305370976,0.090044251,0.235464275
HEPN domain-containing protein,-0.569485674,8.248012187,4.30352989,0.090096236,0.235464275
Geranylgeranyl pyrophosphate synthase,-0.323915877,6.407902753,4.295118767,0.090334271,0.235807642
Accessory gene regulator protein A,-0.528150621,6.335043188,4.277228597,0.090843528,0.23685736
capsular polysaccharide synthesis protein,-0.541633661,5.126547617,4.268593973,0.091090774,0.237222264
DUF658 domain-containing protein,-0.438019107,3.630624384,4.256721939,0.091432287,0.237831513
rod shape-determining protein MreC,-0.348161646,9.125838182,4.245000553,0.09177122,0.238432628
DUF1622 domain-containing protein,-0.307964208,5.697811848,4.236943906,0.092005225,0.238645667
collagen adhesin protein Scm,0.606087261,6.800901682,4.234750149,0.092069088,0.238645667
Nitrogen regulatory protein P-II,-0.522195798,1.480219906,4.219406164,0.092518465,0.239529655
N-acetyltransferase,-0.305670865,5.089830333,4.199268087,0.093110796,0.240226781
Cof-type HAD-IIB family hydrolase,0.328446432,8.927869631,4.19829155,0.093139699,0.240226781
NusG-II domain-containing protein,-0.316510925,5.391421689,4.197801996,0.093154196,0.240226781
Thioredoxin family protein,-0.317661052,4.499996844,4.191922065,0.093328549,0.240226781
3-oxoacyl-ACP reductase,0.341755709,4.725777881,4.191840034,0.093330983,0.240226781
Septum formation initiator,-0.303445581,8.024116897,4.171393897,0.093940877,0.24151544
acetyl-CoA carboxylase carboxyl transferase subunit alpha,0.357551292,10.46807024,4.15090738,0.094557649,0.242818772
TPP riboswitch (THI element),0.364339407,6.718190841,4.133036465,0.095100367,0.243929133
Nif3-like dinuclear metal center hexameric protein,-0.37107718,8.120278422,4.112468064,0.095730479,0.245194494
cell wall synthase accessory phosphoprotein MacP,-0.466891393,1.275517106,4.106728548,0.095909352,0.245194494
LysR-substrate domain-containing protein,-0.383466612,2.976537548,4.106113294,0.095926385,0.245194494
acetyl-CoA carboxylase biotin carboxyl carrier protein,0.343083411,10.23189655,4.102485008,0.096038442,0.245197454
ECF transporter S component,-0.324517937,9.288834113,4.094344541,0.096290603,0.245557697
ClC family H(+)/Cl(-) exchange transporter,-0.302833642,6.544971812,4.084609321,0.096593397,0.246046083
Glycerol-3-phosphate regulon repressor,-0.615966005,2.944776069,4.055915422,0.097493784,0.247424283
Plasmid mobilization relaxosome protein MobC,-0.334710183,4.320883295,4.055844583,0.097495988,0.247424283
TraG-D-C domain-containing protein,-0.350268058,4.152619228,4.05572866,0.09749965,0.247424283
CdiI-2 domain-containing protein,-0.370183476,2.009613922,4.053145216,0.097582078,0.247424283
asparagine--tRNA ligase,0.401531169,9.352577972,4.034554369,0.098171745,0.248634282
Peptidase-S9 domain-containing protein,0.422415963,1.336163627,4.028110579,0.098379166,0.248874526
Cell division protein SepF,0.407968955,9.40217773,4.012276712,0.098885978,0.249471898
"Amino acid ABC superfamily ATP binding cassette transporter, membrane protein",0.367815041,2.580563641,4.01140938,0.098913981,0.249471898
16S rRNA (Cytosine(1402)-N(4))-methyltransferase,0.371935998,6.205938066,4.007343103,0.099045148,0.249471898
beta-aspartyl-peptidase,-0.37449454,6.726276547,4.003512123,0.099168994,0.249471898
MSCRAMM family collagen-binding adhesin EcbA,0.317567479,3.510302937,4.00301649,0.099185046,0.249471898
Glucosyltransferase,-0.298515925,6.172724779,3.989236932,0.099632417,0.249471898
Branched-chain amino acid transport protein,0.555785081,3.931597487,3.98418723,0.09979709,0.249471898
PTS cellobiose transporter subunit IIB,0.675733095,6.127927039,3.983343693,0.099824628,0.249471898
AbrB family transcriptional regulator,0.315983065,6.53486752,3.982210669,0.099861642,0.249471898
DNA repair protein RecN,0.383458161,8.528385878,3.979859402,0.099938516,0.249471898
Phosphate-binding protein,1.376841669,9.451070228,3.979831849,0.099939418,0.249471898
DUF5305 domain-containing protein,-0.593150282,7.1931002,3.976306178,0.100054849,0.249471898
30S ribosomal protein S15,0.403708968,9.756957751,3.972872269,0.100167457,0.249471898
NAD dependent epimerase/dehydratase family protein,0.340447448,7.801752289,3.972034573,0.100194955,0.249471898
Abhydrolase-5 domain-containing protein,-0.287777093,5.57020466,3.967547295,0.100342436,0.249558071
DUF488 domain-containing protein,0.332253967,4.342127244,3.955196857,0.100749944,0.250138653
Abortive infection protein,0.329226357,7.242965498,3.944772931,0.101095709,0.250138653
Sensor histidine kinase,-0.386057649,3.803209122,3.944331636,0.101110394,0.250138653
"Oligopeptide/dipeptide ABC transporter, ATP-binding protein domain protein",-0.425267786,9.266358924,3.942939912,0.101156685,0.250138653
DUF104 domain-containing protein,1.065656493,-2.504010372,3.950218396,0.10120338,0.250138653
DUF1149 domain-containing protein,-0.377645721,6.150505799,3.937592608,0.101334865,0.250138653
YjdM domain-containing protein,0.386243718,6.506656709,3.936605284,0.101367812,0.250138653
O-antigen ligase domain-containing protein,-0.343420516,8.870597931,3.893594041,0.102818007,0.253434351
VWA domain-containing protein,0.392693381,3.372334664,3.886225375,0.103069419,0.253685656
Integrase,0.409272437,7.247413219,3.87854852,0.103332243,0.253685656
Bifunctional oligoribonuclease/PAP phosphatase NrnA,0.346093576,8.59275405,3.877287837,0.103375498,0.253685656
Sigma-54-dependent transcriptional regulator,-0.424781288,7.131641627,3.87701856,0.10338474,0.253685656
V-type sodium ATPase subunit C,0.311099379,9.149379624,3.873847965,0.103493651,0.253685656
Primase alpha helix C-terminal domain protein,-0.397019763,5.107500393,3.868068366,0.103692603,0.253693806
Asparaginase,-0.284700749,7.037167164,3.866517504,0.103746079,0.253693806
Terminase small subunit,-0.381420874,1.917571423,3.863785116,0.103841201,0.253693806
UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0.340520607,7.636388173,3.850583661,0.104297792,0.254528054
tRNA(Ile)-lysidine synthase,-0.371945842,6.339404326,3.846338656,0.104445479,0.254607446
ribonuclease HIII,-0.324766557,5.446894487,3.83669085,0.10478224,0.255147062
16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,0.55413257,8.041704424,3.823564139,0.105242913,0.255986888
UPF0398 protein B1P95_01710,-0.320742631,4.554002015,3.802222764,0.105998042,0.257540298
V-type sodium ATPase subunit B,0.339551585,10.62434125,3.794931068,0.106257806,0.257795034
Zinc protease AlbF,-0.326756019,9.262160521,3.792738888,0.106336079,0.257795034
DUF3955 domain-containing protein,0.349161211,6.365409048,3.788877833,0.106474141,0.257847016
HslU--HslV peptidase proteolytic subunit,0.732831373,5.233076708,3.766170385,0.107291278,0.259375697
Helicase ATP-binding domain-containing protein,0.275748673,7.248316569,3.764009555,0.107369499,0.259375697
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,0.399981339,7.533546612,3.757727917,0.107597355,0.259375697
"Glycosyl hydrolase, family 43",0.649556474,5.404320859,3.757267979,0.107614067,0.259375697
Bmp domain-containing protein,-0.295922794,4.050017905,3.755125985,0.107691945,0.259375697
Sigma-70 family RNA polymerase sigma factor,-0.519997526,0.992914167,3.74842093,0.107938758,0.259687262
CTP synthase,-0.697026101,6.894861573,3.743701976,0.108108611,0.259813195
Organic hydroperoxide resistance protein OhrB,0.450428911,8.583286337,3.728297021,0.108674122,0.260888689
DUF664 domain-containing protein,0.365735787,5.641386238,3.714983629,0.109166246,0.261785868
elongation factor P,-0.403606846,8.912987908,3.707671402,0.109437888,0.262034413
phosphopantothenate--cysteine ligase,0.354403839,5.215919166,3.703702501,0.109585733,0.262034413
tyrosine recombinase XerS,-0.357016975,6.433382659,3.702638025,0.109625433,0.262034413
LysM peptidoglycan-binding domain-containing protein,-0.463646304,9.312868064,3.699395623,0.109746487,0.262040478
enoyl-ACP reductase FabI,-0.319165017,8.741204901,3.69148508,0.110042625,0.262464125
tRNA-Asp(gtc),0.392016178,2.293369066,3.672101964,0.110773142,0.263921785
bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase,0.306720146,5.002108629,3.667604109,0.110943557,0.263991881
CBS domain-containing protein,0.396819873,7.562146876,3.663536675,0.111098048,0.263991881
pyroglutamyl-peptidase I,-0.326702084,8.44008723,3.661887912,0.11116076,0.263991881
AbrB/MazE/SpoVT family DNA-binding domain-containing protein,-0.971324181,1.628388472,3.654391124,0.11144785,0.264067839
proline--tRNA ligase,0.465237083,8.47980053,3.65384981,0.111467218,0.264067839
phosphate signaling complex protein PhoU,0.280575457,8.073072331,3.651638183,0.111551749,0.264067839
DUF1304 domain-containing protein,-0.462553788,1.948974,3.648557057,0.111670479,0.264067839
protein-N(pi)-phosphohistidine--D-mannitol phosphotransferase,0.298372284,4.468675609,3.641246461,0.111950158,0.264446367
Sensory histidine kinase DcuS,-0.366755835,3.032485971,3.635544374,0.112169657,0.264682084
"Transcriptional regulator, HxlR family",0.275303931,8.180542944,3.624335945,0.112602826,0.265420946
DUF2188 domain-containing protein,0.373668848,8.664697755,3.617934734,0.112851298,0.265679616
xanthine phosphoribosyltransferase,-0.308942048,5.417729136,3.61532329,0.11295289,0.265679616
TRAP transporter permease DctQ,-0.54657497,1.215653117,3.611805024,0.11309237,0.265725006
DUF3073 domain-containing protein,-0.431706849,3.920933322,3.605777655,0.113325355,0.265807768
arginine deiminase,0.657006875,14.69239757,3.604414711,0.113378668,0.265807768
lipoate--protein ligase,0.320919608,9.438433423,3.601616495,0.113488256,0.265807768
ThiF domain-containing protein,-0.286899498,6.248377213,3.596758055,0.113678887,0.265972507
IS1182 family ISEfa7 transposase,0.458840219,6.155704293,3.584404061,0.11416568,0.266679262
3-phosphoshikimate 1-carboxyvinyltransferase,0.32846553,5.594688195,3.582974821,0.11422219,0.266679262
threonine--tRNA ligase,-0.331797338,9.793641558,3.57542188,0.114521478,0.266822628
DegV family EDD protein,-0.390472484,6.457835565,3.572538471,0.114636029,0.266822628
AMP-binding domain-containing protein,0.393943903,7.618626641,3.572296879,0.114645634,0.266822628
VOC domain-containing protein,-0.579394247,0.024948165,3.566480248,0.114884678,0.267097816
replicative DNA helicase,-0.280058047,6.521595209,3.554543627,0.115354624,0.267908691
UPF0154 protein RV14_GL001964,-0.278698977,5.218995544,3.539729714,0.115951021,0.268617782
Nucleic acid-binding protein,-0.328968983,7.89576067,3.536212088,0.116093282,0.268617782
30S ribosomal protein S9,-0.438446086,7.884507654,3.533315832,0.116210602,0.268617782
Sortase SrtA1,-0.667478504,2.273649339,3.532492879,0.116244745,0.268617782
ATP-dependent Clp protease proteolytic subunit,-1.647899766,4.718772935,3.531915391,0.116267398,0.268617782
AAA domain-containing protein,-0.299100053,5.343256068,3.526391667,0.116491767,0.268733941
Phosphatase PAP2 family protein,-0.304917932,5.000539239,3.524696163,0.116560764,0.268733941
YigZ family protein,-0.294760227,5.333304648,3.514607673,0.116972506,0.269402302
GTP-binding protein,-0.32454375,4.089247711,3.509414594,0.117185266,0.269558049
DNA repair protein RecO,0.413235248,7.36740113,3.507009894,0.117283963,0.269558049
Flotillin,0.420640061,10.55620288,3.494014746,0.117819426,0.27050753
Glutamate 5-kinase,0.294279391,7.509588482,3.473112024,0.118688061,0.272219195
ribosome biogenesis GTP-binding protein YihA/YsxC,0.447368636,7.083245514,3.466274694,0.118974177,0.272463047
23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0.356902685,7.471285597,3.46186301,0.119159311,0.272463047
sugar-phosphatase,0.290781252,7.287005978,3.460215047,0.119228573,0.272463047
TIGR00255-like family protein,0.259186149,6.50723424,3.458127164,0.119316406,0.272463047
"putative conserved protein YloU, alkaline shock protein (Asp23) family",-0.479668864,8.206081352,3.455892054,0.119410535,0.272463047
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.266615955,6.583218328,3.448402006,0.119726744,0.272902918
Methionine--tRNA ligase,0.523228862,1.902601522,3.420572872,0.120912602,0.275033164
PTS fructose transporter subunit IIB,-1.711772544,11.75021095,3.4197829,0.120946032,0.275033164
DUF2154 domain-containing protein,-0.288008883,6.306132233,3.417722528,0.121034495,0.275033164
Fe-S cluster assembly ATPase SufC,-0.345965382,6.382288753,3.410233023,0.12135684,0.275482518
Shikimate dehydrogenase (NADP(+)),-0.30614183,3.545877681,3.404453677,0.121606433,0.275533014
Phosphoenolpyruvate-protein phosphotransferase,-0.542998814,13.43774323,3.401328409,0.121741687,0.275533014
DUF896 domain-containing protein,-0.516853802,7.265629764,3.401068606,0.121752942,0.275533014
DUF72 domain-containing protein,-0.325601536,6.220126336,3.39249663,0.122125112,0.276092661
Nitrite transporter NirC,-0.346249042,3.649320225,3.380685661,0.122640588,0.27626937
Cation transporter,-0.481202929,0.820763481,3.380712825,0.122642104,0.27626937
transcriptional repressor LexA,-0.438421117,8.731239997,3.380065925,0.122667708,0.27626937
